"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"GeneralInjury"	"ReducedInjuryTypes"
"14184"	Nov 02, 2002	Missed 3 games (groin).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	3	TRUE	groin	FALSE	3318	0	10	24	2002	11	02	2002	9	groin	lower body
"3365"	Dec 17, 2003	Missed 21 games (broken leg).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	21	TRUE	broken leg	FALSE	3319	0	11	04	2003	12	17	2003	43	leg	leg
"8766"	Jan 23, 2006	Missed 2 games (hip injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	hip injury	FALSE	3320	0	1	18	2006	1	23	2006	5	hip	lower body
"1003"	Apr 11, 2006	Missed 1 game (upper body injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	1	TRUE	upper body injury	FALSE	3321	0	4	07	2006	4	11	2006	4	upper body	upper body
"1137"	Apr 12, 2007	Missed the last 19 games of the regular season (back spasms).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	19	TRUE	back spasms	TRUE	3322	0	2	26	2007	4	12	2007	45	back	mid body
"6954"	Jan 02, 2008	Missed 5 games (back spasms).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	5	TRUE	back spasms	FALSE	3323	0	12	22	2007	1	02	2008	11	back	mid body
"9268"	Jan 30, 2008	Missed 2 games (back injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	back injury	FALSE	3324	0	1	22	2008	1	30	2008	8	back	mid body
"17914"	Oct 22, 2008	Missed 2 games (strained groin).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	strained groin	FALSE	3325	0	10	16	2008	10	22	2008	6	groin	lower body
"4707"	Feb 04, 2009	Missed 3 games (back injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	3	TRUE	back injury	FALSE	3326	0	1	29	2009	2	04	2009	6	back	mid body
"7366"	Jan 07, 2010	Missed 8 games (separated left shoulder).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	8	TRUE	separated left shoulder	FALSE	3327	0	12	18	2009	1	07	2010	20	shoulder	upper body
"1972"	Apr 29, 2011	Missed the last 2 games of the regular season and 4 playoff games (lower body injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	6	TRUE	lower body injury	TRUE	3328	0	4	08	2011	4	29	2011	21	lower body	lower body
"300"	Apr 04, 2013	Missed 2 games (groin).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	groin	FALSE	3329	0	3	31	2013	4	04	2013	4	groin	lower body
"4027"	Dec 27, 2013	Missed 11 games (herniated disc).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	11	TRUE	herniated disc	FALSE	3330	0	12	03	2013	12	27	2013	24	hernia	other
"9294"	Jan 30, 2014	Missed 2 games (back injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	back injury	FALSE	3331	0	1	26	2014	1	30	2014	4	back	mid body
"1806"	Apr 24, 2014	Missed the last 24 regular season and first 3 playoff games (back surgery).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	27	TRUE	back surgery	TRUE	3332	0	2	26	2014	4	24	2014	57	back	mid body
"11572"	Mar 04, 2015	Missed 4 games (head injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	4	TRUE	head injury	FALSE	3333	0	2	23	2015	3	04	2015	9	head	head/neck/face
"8429"	Jan 18, 2018	Missed 6 games (illness).	VICTOR	ANTIPIN	BUFFALO	SABRES	6	TRUE	illness	FALSE	3334	0	1	01	2018	1	18	2018	17	cold/virus	illness
"12657"	Mar 19, 2015	Missed 2 games (flu).	NATHAN	BEAULIEU	BUFFALO	SABRES	2	TRUE	flu	FALSE	3335	0	3	16	2015	3	19	2015	3	cold/virus	illness
"13801"	May 09, 2015	Missed the last 7 playoff games (upper body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	7	TRUE	upper body injury	TRUE	3336	0	4	21	2015	5	09	2015	18	upper body	upper body
"5591"	Feb 15, 2016	Missed 1 game (lower body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	1	TRUE	lower body injury	FALSE	3337	0	2	12	2016	2	15	2016	3	lower body	lower body
"12467"	Mar 16, 2016	Missed 10 games (lower body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	10	TRUE	lower body injury	FALSE	3338	0	2	23	2016	3	16	2016	22	lower body	lower body
"818"	Apr 09, 2016	Missed the last 4 regular season games (broken thumb).	NATHAN	BEAULIEU	BUFFALO	SABRES	4	TRUE	broken thumb	TRUE	3339	0	3	31	2016	4	09	2016	9	finger	arm/hand
"2744"	Dec 08, 2016	Missed 6 games (neck injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	6	TRUE	neck injury	FALSE	3340	0	11	23	2016	12	08	2016	15	neck	head/neck/face
"14833"	Nov 10, 2017	Missed 7 games (upper body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	7	TRUE	upper body injury	FALSE	3341	0	10	21	2017	11	10	2017	20	upper body	upper body
"3290"	Dec 15, 2017	Missed 5 games (illness).	NATHAN	BEAULIEU	BUFFALO	SABRES	5	TRUE	illness	FALSE	3342	0	12	05	2017	12	15	2017	10	cold/virus	illness
"8756"	Jan 22, 2018	Missed 2 games (illness).	NATHAN	BEAULIEU	BUFFALO	SABRES	2	TRUE	illness	FALSE	3343	0	1	17	2018	1	22	2018	5	cold/virus	illness
"4694"	Feb 03, 2018	Missed 4 games (upper body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	4	TRUE	upper body injury	FALSE	3344	0	1	23	2018	2	03	2018	11	upper body	upper body
"3647"	Dec 20, 2011	Missed 11 games (back injury).	JUSTIN	FALK	BUFFALO	SABRES	11	TRUE	back injury	FALSE	3345	0	11	28	2011	12	20	2011	22	back	mid body
"13376"	Mar 29, 2012	Missed 10 games (leg injury).	JUSTIN	FALK	BUFFALO	SABRES	10	TRUE	leg injury	FALSE	3346	0	3	06	2012	3	29	2012	23	leg	leg
"6465"	Feb 26, 2013	Missed 3 games (illness).	JUSTIN	FALK	BUFFALO	SABRES	3	TRUE	illness	FALSE	3347	0	2	17	2013	2	26	2013	9	cold/virus	illness
"8649"	Jan 21, 2015	Missed 4 games (upper body injury).	JUSTIN	FALK	BUFFALO	SABRES	4	TRUE	upper body injury	FALSE	3349	0	1	14	2015	1	21	2015	7	upper body	upper body
"13118"	Mar 25, 2017	Missed 4 games (calf injury).	JUSTIN	FALK	BUFFALO	SABRES	4	TRUE	calf injury	FALSE	3350	0	3	16	2017	3	25	2017	9	calf	leg
"14250"	Nov 02, 2017	Missed 12 games (lower body injury).	JUSTIN	FALK	BUFFALO	SABRES	12	TRUE	lower body injury	FALSE	3351	0	10	03	2017	11	02	2017	30	lower body	lower body
"17727"	Oct 19, 2013	Missed 1 game (facial injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	1	TRUE	facial injury	FALSE	3352	0	10	17	2013	10	19	2013	2	face	head/neck/face
"13388"	Mar 29, 2014	Missed 11 games (lower body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	11	TRUE	lower body injury	FALSE	3353	0	3	07	2014	3	29	2014	22	lower body	lower body
"1084"	Apr 11, 2015	Missed the last 21 regular season games (lower body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	21	TRUE	lower body injury	TRUE	3354	0	2	25	2015	4	11	2015	45	lower body	lower body
"15920"	Nov 25, 2015	Missed 4 games (upper body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	4	TRUE	upper body injury	FALSE	3355	0	11	17	2015	11	25	2015	8	upper body	upper body
"8938"	Jan 25, 2016	Missed 4 games (upper body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	4	TRUE	upper body injury	FALSE	3356	0	1	16	2016	1	25	2016	9	upper body	upper body
"5522"	Feb 14, 2016	Missed 3 games (lower body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	3	TRUE	lower body injury	FALSE	3357	0	2	09	2016	2	14	2016	5	lower body	lower body
"6398"	Feb 25, 2017	Missed 7 games (mid-body).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	7	TRUE	mid-body	FALSE	3358	0	2	09	2017	2	25	2017	16	mid-body	mid body
"18185"	Oct 25, 2017	Missed 3 games (lower body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	3	TRUE	lower body injury	FALSE	3359	0	10	20	2017	10	25	2017	5	lower body	lower body
"5319"	Feb 11, 2018	Missed 1 game (illness).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	1	TRUE	illness	FALSE	3360	0	2	10	2018	2	11	2018	1	cold/virus	illness
"13128"	Mar 26, 2006	Missed 1 game (flu).	JOSH	GORGES	BUFFALO	SABRES	1	TRUE	flu	FALSE	3361	0	3	25	2006	3	26	2006	1	cold/virus	illness
"4635"	Feb 03, 2009	Missed 1 game (head injury).	JOSH	GORGES	BUFFALO	SABRES	1	TRUE	head injury	FALSE	3362	0	2	01	2009	2	03	2009	2	head	head/neck/face
"1890"	Apr 27, 2011	Missed the last 46 games of the regular season and 7 playoff games (right knee injury).	JOSH	GORGES	BUFFALO	SABRES	53	TRUE	right knee injury	TRUE	3363	0	12	28	2010	4	27	2011	120	knee	leg
"4134"	Dec 28, 2013	Missed 1 game (lower body injury).	JOSH	GORGES	BUFFALO	SABRES	1	TRUE	lower body injury	FALSE	3364	0	12	21	2013	12	28	2013	7	lower body	lower body
"671"	Apr 08, 2014	Missed 15 games (broken hand).	JOSH	GORGES	BUFFALO	SABRES	15	TRUE	broken hand	FALSE	3365	0	3	06	2014	4	08	2014	33	hand	arm/hand
"2296"	Dec 02, 2014	Missed 7 games (knee injury).	JOSH	GORGES	BUFFALO	SABRES	7	TRUE	knee injury	FALSE	3366	0	11	12	2014	12	02	2014	20	knee	leg
"3666"	Dec 20, 2014	Missed 2 games (finger injury).	JOSH	GORGES	BUFFALO	SABRES	2	TRUE	finger injury	FALSE	3367	0	12	15	2014	12	20	2014	5	finger	arm/hand
"1086"	Apr 11, 2015	Missed the last 27 regular season games (lower body injury).	JOSH	GORGES	BUFFALO	SABRES	27	TRUE	lower body injury	TRUE	3368	0	2	15	2015	4	11	2015	55	lower body	lower body
"8565"	Jan 20, 2016	Missed 2 games (upper body injury).	JOSH	GORGES	BUFFALO	SABRES	2	TRUE	upper body injury	FALSE	3369	0	1	16	2016	1	20	2016	4	upper body	upper body
"4591"	Feb 02, 2016	Missed 3 games (upper body injury).	JOSH	GORGES	BUFFALO	SABRES	3	TRUE	upper body injury	FALSE	3370	0	1	22	2016	2	02	2016	11	upper body	upper body
"2834"	Dec 09, 2016	Missed 3 games (fractured foot).	JOSH	GORGES	BUFFALO	SABRES	3	TRUE	fractured foot	FALSE	3371	0	12	03	2016	12	09	2016	6	foot	foot
"7231"	Jan 05, 2017	Missed 1 game (hip injury).	JOSH	GORGES	BUFFALO	SABRES	1	TRUE	hip injury	FALSE	3372	0	1	03	2017	1	05	2017	2	hip	lower body
"4768"	Feb 04, 2017	Missed 12 games (abdominal injury).	JOSH	GORGES	BUFFALO	SABRES	12	TRUE	abdominal injury	FALSE	3373	0	1	07	2017	2	04	2017	28	abdominal	mid body
"14834"	Nov 10, 2017	Missed 8 games (lower body injury).	JOSH	GORGES	BUFFALO	SABRES	8	TRUE	lower body injury	FALSE	3374	0	10	19	2017	11	10	2017	22	lower body	lower body
"9324"	Jan 30, 2018	Missed 3 games (illness).	JOSH	GORGES	BUFFALO	SABRES	3	TRUE	illness	FALSE	3375	0	1	22	2018	1	30	2018	8	cold/virus	illness
"18029"	Oct 23, 2015	Missed 6 games (knee injury).	SETH	GRIFFITH	BUFFALO	SABRES	6	TRUE	knee injury	FALSE	3376	0	10	06	2015	10	23	2015	17	knee	leg
"7962"	Jan 13, 2017	Missed 4 games (concussion).	SETH	GRIFFITH	BUFFALO	SABRES	4	TRUE	concussion	FALSE	3377	0	1	05	2017	1	13	2017	8	concussion	concussion
"1081"	Apr 11, 2015	Missed the last 18 regular season games (lower body injury).	CHAD	JOHNSON	BUFFALO	SABRES	18	TRUE	lower body injury	TRUE	3378	0	3	06	2015	4	11	2015	36	lower body	lower body
"1408"	Apr 15, 2017	Missed the last 2 regular season and first playoff games (lower body injury).	CHAD	JOHNSON	BUFFALO	SABRES	3	TRUE	lower body injury	TRUE	3379	0	4	05	2017	4	15	2017	10	lower body	lower body
"7639"	Jan 10, 2012	Missed 36 games (clavicle injury).	JACOB	JOSEFSON	BUFFALO	SABRES	36	TRUE	clavicle injury	FALSE	3380	0	10	22	2011	1	10	2012	80	collarbone	mid body
"13963"	May 21, 2012	Missed 2 regular season and 15 playoff games (broken left wrist).	JACOB	JOSEFSON	BUFFALO	SABRES	17	TRUE	broken left wrist	FALSE	3381	0	4	05	2012	5	21	2012	46	wrist	arm/hand
"8187"	Jan 16, 2014	Missed 4 games (illness).	JACOB	JOSEFSON	BUFFALO	SABRES	4	TRUE	illness	FALSE	3382	0	1	08	2014	1	16	2014	8	cold/virus	illness
"1266"	Apr 13, 2014	Missed the last 5 regular season games (lower body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	5	TRUE	lower body injury	TRUE	3383	0	4	05	2014	4	13	2014	8	lower body	lower body
"4044"	Dec 27, 2014	Missed 3 games (strained groin).	JACOB	JOSEFSON	BUFFALO	SABRES	3	TRUE	strained groin	FALSE	3384	0	12	19	2014	12	27	2014	8	groin	lower body
"7580"	Jan 09, 2015	Missed 6 games (illness).	JACOB	JOSEFSON	BUFFALO	SABRES	6	TRUE	illness	FALSE	3385	0	12	29	2014	1	09	2015	11	cold/virus	illness
"8564"	Jan 20, 2016	Missed 11 games (foot injury).	JACOB	JOSEFSON	BUFFALO	SABRES	11	TRUE	foot injury	FALSE	3386	0	12	29	2015	1	20	2016	22	foot	foot
"11255"	Mar 01, 2016	Missed 1 game (illness).	JACOB	JOSEFSON	BUFFALO	SABRES	1	TRUE	illness	FALSE	3387	0	2	26	2016	3	01	2016	4	cold/virus	illness
"158"	Apr 02, 2016	Missed 12 games (upper body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	12	TRUE	upper body injury	FALSE	3388	0	3	06	2016	4	02	2016	27	upper body	upper body
"4283"	Dec 29, 2016	Missed 5 games (concussion).	JACOB	JOSEFSON	BUFFALO	SABRES	5	TRUE	concussion	FALSE	3389	0	12	18	2016	12	29	2016	11	concussion	concussion
"7963"	Jan 13, 2017	Missed 6 games (illness).	JACOB	JOSEFSON	BUFFALO	SABRES	6	TRUE	illness	FALSE	3390	0	1	02	2017	1	13	2017	11	cold/virus	illness
"518"	Apr 06, 2017	Missed 17 games (upper body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	17	TRUE	upper body injury	FALSE	3391	0	3	01	2017	4	06	2017	36	upper body	upper body
"15723"	Nov 22, 2017	Missed 15 games (lower body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	15	TRUE	lower body injury	FALSE	3392	0	10	17	2017	11	22	2017	36	lower body	lower body
"3624"	Dec 19, 2017	Missed 9 games (ankle injury).	JACOB	JOSEFSON	BUFFALO	SABRES	9	TRUE	ankle injury	FALSE	3393	0	11	27	2017	12	19	2017	22	ankle	foot
"4542"	Feb 01, 2018	Missed 7 games (lower body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	7	TRUE	lower body injury	FALSE	3394	0	1	10	2018	2	01	2018	22	lower body	lower body
"17188"	Oct 10, 2014	Missed 1 game (concussion).	JOHAN	LARSSON	BUFFALO	SABRES	1	TRUE	concussion	FALSE	3395	0	10	07	2014	10	10	2014	3	concussion	concussion
"5662"	Feb 16, 2016	Missed 4 games (undisclosed).	JOHAN	LARSSON	BUFFALO	SABRES	4	TRUE	undisclosed	FALSE	3396	0	2	09	2016	2	16	2016	7	undisclosed	undisclosed
"893"	Apr 09, 2017	Missed the last 46 regular season games (wrist injury).	JOHAN	LARSSON	BUFFALO	SABRES	46	TRUE	wrist injury	TRUE	3397	0	4	09	2016	4	09	2017	365	wrist	arm/hand
"2878"	Dec 10, 2014	Missed 3 games (undisclosed).	ROBIN	LEHNER	BUFFALO	SABRES	3	TRUE	undisclosed	FALSE	3399	0	12	04	2014	12	10	2014	6	undisclosed	undisclosed
"1868"	Apr 26, 2015	Missed the last 27 regular season and all 6 playoff games (concussion).	ROBIN	LEHNER	BUFFALO	SABRES	33	TRUE	concussion	TRUE	3400	0	2	18	2015	4	26	2015	67	concussion	concussion
"7502"	Jan 08, 2016	Missed 39 games (lower body injury).	ROBIN	LEHNER	BUFFALO	SABRES	39	TRUE	lower body injury	FALSE	3401	0	10	10	2015	1	08	2016	90	lower body	lower body
"799"	Apr 09, 2016	Missed the last 11 regular season games (ankle injury).	ROBIN	LEHNER	BUFFALO	SABRES	11	TRUE	ankle injury	TRUE	3402	0	3	18	2016	4	09	2016	22	ankle	foot
"18392"	Oct 28, 2016	Missed 2 games (illness).	ROBIN	LEHNER	BUFFALO	SABRES	2	TRUE	illness	FALSE	3403	0	10	25	2016	10	28	2016	3	cold/virus	illness
"2324"	Dec 02, 2016	Missed 1 game (hip injury).	ROBIN	LEHNER	BUFFALO	SABRES	1	TRUE	hip injury	FALSE	3404	0	11	30	2016	12	02	2016	2	hip	lower body
"8219"	Jan 16, 2017	Missed 3 games (flu).	ROBIN	LEHNER	BUFFALO	SABRES	3	TRUE	flu	FALSE	3405	0	1	10	2017	1	16	2017	6	cold/virus	illness
"6836"	Feb 28, 2017	Missed 1 game (upper body injury).	ROBIN	LEHNER	BUFFALO	SABRES	1	TRUE	upper body injury	FALSE	3406	0	2	26	2017	2	28	2017	2	upper body	upper body
"6033"	Feb 21, 2018	Missed 1 game (lower body injury).	ROBIN	LEHNER	BUFFALO	SABRES	1	TRUE	lower body injury	FALSE	3407	0	2	19	2018	2	21	2018	2	lower body	lower body
"1737"	Apr 22, 2016	Missed the last 25 regular season and all 5 playoff games (herniated disc).	JORDAN	NOLAN	BUFFALO	SABRES	30	TRUE	herniated disc	TRUE	3408	0	2	20	2016	4	22	2016	62	hernia	other
"6399"	Feb 25, 2017	Missed 9 games (lower body injury).	JORDAN	NOLAN	BUFFALO	SABRES	9	TRUE	lower body injury	FALSE	3409	0	2	04	2017	2	25	2017	21	lower body	lower body
"12763"	Mar 20, 2017	Missed 10 games (leg injury).	JORDAN	NOLAN	BUFFALO	SABRES	10	TRUE	leg injury	FALSE	3410	0	2	26	2017	3	20	2017	22	leg	leg
"5175"	Feb 10, 2010	Missed 1 game (foot injury).	RYAN	O'REILLY	BUFFALO	SABRES	1	TRUE	foot injury	FALSE	3411	0	2	08	2010	2	10	2010	2	foot	foot
"4949"	Feb 07, 2011	Missed 7 games (head injury).	RYAN	O'REILLY	BUFFALO	SABRES	7	TRUE	head injury	FALSE	3412	0	1	14	2011	2	07	2011	24	head	head/neck/face
"9381"	Jan 31, 2012	Missed 1 game (flu).	RYAN	O'REILLY	BUFFALO	SABRES	1	TRUE	flu	FALSE	3413	0	1	24	2012	1	31	2012	7	cold/virus	illness
"7751"	Jan 11, 2014	Missed 2 games (bruised shoulder).	RYAN	O'REILLY	BUFFALO	SABRES	2	TRUE	bruised shoulder	FALSE	3414	0	1	08	2014	1	11	2014	3	shoulder	upper body
"12468"	Mar 16, 2016	Missed 11 games (lower body injury).	RYAN	O'REILLY	BUFFALO	SABRES	11	TRUE	lower body injury	FALSE	3415	0	2	21	2016	3	16	2016	24	lower body	lower body
"14881"	Nov 11, 2016	Missed 1 game (undisclosed).	RYAN	O'REILLY	BUFFALO	SABRES	1	TRUE	undisclosed	FALSE	3416	0	11	09	2016	11	11	2016	2	undisclosed	undisclosed
"15782"	Nov 23, 2016	Missed 5 games (upper body injury).	RYAN	O'REILLY	BUFFALO	SABRES	5	TRUE	upper body injury	FALSE	3417	0	11	12	2016	11	23	2016	11	upper body	upper body
"7232"	Jan 05, 2017	Missed 4 games (appendectomy).	RYAN	O'REILLY	BUFFALO	SABRES	4	TRUE	appendectomy	FALSE	3418	0	12	27	2016	1	05	2017	9	appendicitis	other
"3556"	Dec 19, 2008	Missed 13 games (arm injury).	KYLE	OKPOSO	BUFFALO	SABRES	13	TRUE	arm injury	FALSE	3420	0	11	19	2008	12	19	2008	30	arm	arm/hand
"1007"	Apr 11, 2009	Missed 4 games (groin).	KYLE	OKPOSO	BUFFALO	SABRES	4	TRUE	groin	FALSE	3421	0	4	02	2009	4	11	2009	9	groin	lower body
"14991"	Nov 13, 2009	Missed 1 game (H1N1 virus).	KYLE	OKPOSO	BUFFALO	SABRES	1	TRUE	H1N1 virus	FALSE	3422	0	11	11	2009	11	13	2009	2	cold/virus	illness
"12624"	Mar 19, 2010	Missed 1 game (undisclosed).	KYLE	OKPOSO	BUFFALO	SABRES	1	TRUE	undisclosed	FALSE	3423	0	3	16	2010	3	19	2010	3	undisclosed	undisclosed
"8528"	Jan 20, 2011	Missed 44 games (shoulder surgery).	KYLE	OKPOSO	BUFFALO	SABRES	44	TRUE	shoulder surgery	FALSE	3424	0	9	28	2010	1	20	2011	114	shoulder	upper body
"1255"	Apr 13, 2014	Missed the last 10 regular season games (lower body injury).	KYLE	OKPOSO	BUFFALO	SABRES	10	TRUE	lower body injury	TRUE	3426	0	3	27	2014	4	13	2014	17	lower body	lower body
"12014"	Mar 10, 2015	Missed 22 games (upper body injury).	KYLE	OKPOSO	BUFFALO	SABRES	22	TRUE	upper body injury	FALSE	3427	0	1	27	2015	3	10	2015	42	upper body	upper body
"4051"	Dec 27, 2015	Missed 2 games (lower body injury).	KYLE	OKPOSO	BUFFALO	SABRES	2	TRUE	lower body injury	FALSE	3428	0	12	18	2015	12	27	2015	9	lower body	lower body
"17581"	Oct 16, 2016	Missed 1 game (knee injury).	KYLE	OKPOSO	BUFFALO	SABRES	1	TRUE	knee injury	FALSE	3429	0	10	13	2016	10	16	2016	3	knee	leg
"13116"	Mar 25, 2017	Missed 10 games (rib injury).	KYLE	OKPOSO	BUFFALO	SABRES	10	TRUE	rib injury	FALSE	3430	0	3	04	2017	3	25	2017	21	rib	mid body
"899"	Apr 09, 2017	Missed the last 6 regular season games (illness).	KYLE	OKPOSO	BUFFALO	SABRES	6	TRUE	illness	TRUE	3431	0	3	28	2017	4	09	2017	12	cold/virus	illness
"17645"	Oct 17, 2017	Missed 2 games (illness).	KYLE	OKPOSO	BUFFALO	SABRES	2	TRUE	illness	FALSE	3432	0	10	14	2017	10	17	2017	3	cold/virus	illness
"14279"	Nov 03, 2010	Missed 9 games (concussion).	JASON	POMINVILLE	BUFFALO	SABRES	9	TRUE	concussion	FALSE	3434	0	10	13	2010	11	03	2010	21	concussion	concussion
"1850"	Apr 26, 2011	Missed the last 2 playoff games (lacerated left leg).	JASON	POMINVILLE	BUFFALO	SABRES	2	TRUE	lacerated left leg	TRUE	3435	0	4	24	2011	4	26	2011	2	leg	leg
"13742"	May 07, 2013	Missed the last 2 regular season and first 3 playoff games (concussion).	JASON	POMINVILLE	BUFFALO	SABRES	5	TRUE	concussion	TRUE	3436	0	4	26	2013	5	07	2013	11	concussion	concussion
"13036"	Mar 24, 2016	Missed 7 games (lower body injury).	JASON	POMINVILLE	BUFFALO	SABRES	7	TRUE	lower body injury	FALSE	3437	0	3	09	2016	3	24	2016	15	lower body	lower body
"11692"	Mar 05, 2017	Missed 3 games (mumps).	JASON	POMINVILLE	BUFFALO	SABRES	3	TRUE	mumps	FALSE	3438	0	2	27	2017	3	05	2017	6	cold/virus	illness
"16893"	Oct 06, 2009	Missed 1 game (groin).	BENOIT	POULIOT	BUFFALO	SABRES	1	TRUE	groin	FALSE	3439	0	9	29	2009	10	06	2009	7	groin	lower body
"2861"	Dec 10, 2009	Missed 11 games (wrist injury).	BENOIT	POULIOT	BUFFALO	SABRES	11	TRUE	wrist injury	FALSE	3440	0	11	15	2009	12	10	2009	25	wrist	arm/hand
"11312"	Mar 02, 2010	Missed 5 games (upper body injury).	BENOIT	POULIOT	BUFFALO	SABRES	5	TRUE	upper body injury	FALSE	3441	0	2	06	2010	3	02	2010	24	upper body	upper body
"8618"	Jan 21, 2011	Missed 2 games (flu).	BENOIT	POULIOT	BUFFALO	SABRES	2	TRUE	flu	FALSE	3442	0	1	17	2011	1	21	2011	4	cold/virus	illness
"14590"	Nov 07, 2011	Missed 3 games (illness).	BENOIT	POULIOT	BUFFALO	SABRES	3	TRUE	illness	FALSE	3443	0	10	29	2011	11	07	2011	9	cold/virus	illness
"12363"	Mar 15, 2012	Missed 2 games (lower body injury).	BENOIT	POULIOT	BUFFALO	SABRES	2	TRUE	lower body injury	FALSE	3444	0	3	11	2012	3	15	2012	4	lower body	lower body
"13153"	Mar 26, 2013	Missed 11 games (sprained right shoulder).	BENOIT	POULIOT	BUFFALO	SABRES	11	TRUE	sprained right shoulder	FALSE	3445	0	3	04	2013	3	26	2013	22	shoulder	upper body
"6990"	Jan 02, 2015	Missed 18 games (broken foot).	BENOIT	POULIOT	BUFFALO	SABRES	18	TRUE	broken foot	FALSE	3446	0	11	21	2014	1	02	2015	42	foot	foot
"5516"	Feb 14, 2015	Missed 5 games (foot injury).	BENOIT	POULIOT	BUFFALO	SABRES	5	TRUE	foot injury	FALSE	3447	0	2	04	2015	2	14	2015	10	foot	foot
"11942"	Mar 09, 2015	Missed 1 game (illness).	BENOIT	POULIOT	BUFFALO	SABRES	1	TRUE	illness	FALSE	3448	0	3	08	2015	3	09	2015	1	cold/virus	illness
"15094"	Nov 14, 2015	Missed 1 game (illness).	BENOIT	POULIOT	BUFFALO	SABRES	1	TRUE	illness	FALSE	3449	0	11	12	2015	11	14	2015	2	cold/virus	illness
"3605"	Dec 19, 2015	Missed 8 games (lower body injury).	BENOIT	POULIOT	BUFFALO	SABRES	8	TRUE	lower body injury	FALSE	3450	0	12	02	2015	12	19	2015	17	lower body	lower body
"808"	Apr 09, 2016	Missed the last 18 regular season games (shoulder injury).	BENOIT	POULIOT	BUFFALO	SABRES	18	TRUE	shoulder injury	TRUE	3451	0	2	29	2016	4	09	2016	40	shoulder	upper body
"12036"	Mar 10, 2017	Missed 10 games (undisclosed).	BENOIT	POULIOT	BUFFALO	SABRES	10	TRUE	undisclosed	FALSE	3452	0	2	14	2017	3	10	2017	24	undisclosed	undisclosed
"4671"	Feb 03, 2016	Missed 3 games (upper body injury).	SAM	REINHART	BUFFALO	SABRES	3	TRUE	upper body injury	FALSE	3453	0	1	22	2016	2	03	2016	12	upper body	upper body
"6394"	Feb 25, 2017	Missed 2 games (flu).	SAM	REINHART	BUFFALO	SABRES	2	TRUE	flu	FALSE	3454	0	2	18	2017	2	25	2017	7	cold/virus	illness
"6919"	Jan 01, 2015	Missed 2 games (flu).	RASMUS	RISTOLAINEN	BUFFALO	SABRES	2	TRUE	flu	FALSE	3455	0	12	29	2014	1	01	2015	3	cold/virus	illness
"252"	Apr 03, 2015	Missed 1 game (flu).	RASMUS	RISTOLAINEN	BUFFALO	SABRES	1	TRUE	flu	FALSE	3456	0	4	01	2015	4	03	2015	2	cold/virus	illness
"15863"	Nov 24, 2017	Missed 9 games (upper body injury).	RASMUS	RISTOLAINEN	BUFFALO	SABRES	9	TRUE	upper body injury	FALSE	3457	0	11	04	2017	11	24	2017	20	upper body	upper body
"15425"	Nov 18, 2017	Missed 19 games (hand injury).	EVAN	RODRIGUES	BUFFALO	SABRES	19	TRUE	hand injury	FALSE	3458	0	10	03	2017	11	18	2017	46	hand	arm/hand
