"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"year"	"month"	"day"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"	"InjuryIndicator"	"InjuryStateDate"	"YearsSince2000"
"1686"	Feb 23, 2016	Missed 15 games (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	2	23	15	TRUE	knee injury	FALSE	6073	0	1	19	2016	2	23	2016	3024000	1453204800	1456228800	leg	leg	NIKLAS KRONWALL	1	19	1	1453204800	16.0602739726027
"1686.1"	Feb 23, 2016	Missed 15 games (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	2	23	15	TRUE	knee injury	FALSE	6074	0	1	19	2016	2	23	2016	3024000	1453204800	1456228800	NA	NA	NIKLAS KRONWALL	1	19	2	1456228800	16.1561643835616
"2849"	Mar 19, 2016	Missed 3 games (sprained knee).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	3	19	3	TRUE	sprained knee	FALSE	6075	0	3	13	2016	3	19	2016	518400	1457870400	1458388800	leg	leg	NIKLAS KRONWALL	1	206	1	1457870400	16.2082191780822
"2849.1"	Mar 19, 2016	Missed 3 games (sprained knee).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	3	19	3	TRUE	sprained knee	FALSE	6076	0	3	13	2016	3	19	2016	518400	1457870400	1458388800	NA	NA	NIKLAS KRONWALL	1	206	2	1458388800	16.2246575342466
"3303"	Nov 04, 2016	Missed 11 games (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	11	04	11	TRUE	knee injury	FALSE	6077	0	10	11	2016	11	04	2016	2073600	1476187200	1478260800	leg	leg	NIKLAS KRONWALL	1	11	1	1476187200	16.7890410958904
"3303.1"	Nov 04, 2016	Missed 11 games (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	11	04	11	TRUE	knee injury	FALSE	6078	0	10	11	2016	11	04	2016	2073600	1476187200	1478260800	NA	NA	NIKLAS KRONWALL	1	11	2	1478260800	16.8547945205479
"3579"	Nov 18, 2016	Missed 1 game (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	11	18	1	TRUE	knee injury	FALSE	6079	0	11	15	2016	11	18	2016	259200	1479211200	1479470400	leg	leg	NIKLAS KRONWALL	1	8	1	1479211200	16.8849315068493
"3579.1"	Nov 18, 2016	Missed 1 game (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	11	18	1	TRUE	knee injury	FALSE	6080	0	11	15	2016	11	18	2016	259200	1479211200	1479470400	NA	NA	NIKLAS KRONWALL	1	8	2	1479470400	16.8931506849315
"3789"	Nov 29, 2016	Missed 1 game (undisclosed).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	11	29	1	TRUE	undisclosed	FALSE	6081	0	11	26	2016	11	29	2016	259200	1480161600	1480420800	undisclosed	undisclosed	NIKLAS KRONWALL	1	37	1	1480161600	16.9150684931507
"3789.1"	Nov 29, 2016	Missed 1 game (undisclosed).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2016	11	29	1	TRUE	undisclosed	FALSE	6082	0	11	26	2016	11	29	2016	259200	1480161600	1480420800	NA	NA	NIKLAS KRONWALL	1	37	2	1480420800	16.9232876712329
"2265"	Jan 22, 2017	Missed 8 games (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2017	1	22	8	TRUE	lower body injury	FALSE	6083	0	1	05	2017	1	22	2017	1468800	1483617600	1485086400	lower body	lower body	NIKLAS KRONWALL	1	13	1	1483617600	17.0246575342466
"2265.1"	Jan 22, 2017	Missed 8 games (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2017	1	22	8	TRUE	lower body injury	FALSE	6084	0	1	05	2017	1	22	2017	1468800	1483617600	1485086400	NA	NA	NIKLAS KRONWALL	1	13	2	1485086400	17.0712328767123
"1469"	Feb 10, 2017	Missed 3 games (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2017	2	10	3	TRUE	lower body injury	FALSE	6085	0	2	04	2017	2	10	2017	518400	1486209600	1486728000	lower body	lower body	NIKLAS KRONWALL	1	45	1	1486209600	17.1068493150685
"1469.1"	Feb 10, 2017	Missed 3 games (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2017	2	10	3	TRUE	lower body injury	FALSE	6086	0	2	04	2017	2	10	2017	518400	1486209600	1486728000	NA	NA	NIKLAS KRONWALL	1	45	2	1486728000	17.1232876712329
"3039"	Mar 28, 2017	Missed 1 game (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2017	3	28	1	TRUE	knee injury	FALSE	6087	0	3	27	2017	3	28	2017	86400	1490616000	1490702400	leg	leg	NIKLAS KRONWALL	1	191	1	1490616000	17.2465753424658
"3039.1"	Mar 28, 2017	Missed 1 game (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2017	3	28	1	TRUE	knee injury	FALSE	6088	0	3	27	2017	3	28	2017	86400	1490616000	1490702400	NA	NA	NIKLAS KRONWALL	1	191	2	1490702400	17.2493150684931
"3852"	Oct 12, 2017	Missed 3 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2017	10	12	3	TRUE	groin	FALSE	6089	0	10	05	2017	10	12	2017	604800	1507204800	1507809600	lower body	lower body	NIKLAS KRONWALL	1	NA	1	1507204800	17.772602739726
"3852.1"	Oct 12, 2017	Missed 3 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2017	10	12	3	TRUE	groin	FALSE	6090	0	10	05	2017	10	12	2017	604800	1507204800	1507809600	NA	NA	NIKLAS KRONWALL	1	NA	2	1507809600	17.7917808219178
"2955"	Mar 24, 2016	Missed 10 games (eye injury).	NIKOLAJ	EHLERS	WINNIPEG	JETS	2016	3	24	10	TRUE	eye injury	FALSE	6091	0	3	04	2016	3	24	2016	1728000	1457092800	1458820800	head/neck/face	head/neck/face	NIKOLAJ EHLERS	0	NA	1	1457092800	16.1835616438356
"2955.1"	Mar 24, 2016	Missed 10 games (eye injury).	NIKOLAJ	EHLERS	WINNIPEG	JETS	2016	3	24	10	TRUE	eye injury	FALSE	6092	0	3	04	2016	3	24	2016	1728000	1457092800	1458820800	NA	NA	NIKOLAJ EHLERS	0	NA	2	1458820800	16.2383561643836
"2921"	Mar 22, 2017	Missed 6 games (illness).	NIKOLAY	GOLDOBIN	VANCOUVER	CANUCKS	2017	3	22	6	TRUE	illness	FALSE	6093	0	3	9	2017	3	22	2017	1123200	1489060800	1490184000	illness	illness	NIKOLAY GOLDOBIN	0	NA	1	1489060800	17.1972602739726
"2921.1"	Mar 22, 2017	Missed 6 games (illness).	NIKOLAY	GOLDOBIN	VANCOUVER	CANUCKS	2017	3	22	6	TRUE	illness	FALSE	6094	0	3	9	2017	3	22	2017	1123200	1489060800	1490184000	NA	NA	NIKOLAY GOLDOBIN	0	NA	2	1490184000	17.2328767123288
"3516"	Nov 15, 2011	Missed 14 games (groin).	NINO	NIEDERREITER	MINNESOTA	WILD	2011	11	15	14	TRUE	groin	FALSE	6095	0	10	03	2011	11	15	2011	3715200	1317643200	1321358400	lower body	lower body	NINO NIEDERREITER	0	21	1	1317643200	11.7616438356164
"3516.1"	Nov 15, 2011	Missed 14 games (groin).	NINO	NIEDERREITER	MINNESOTA	WILD	2011	11	15	14	TRUE	groin	FALSE	6096	0	10	03	2011	11	15	2011	3715200	1317643200	1321358400	NA	NA	NINO NIEDERREITER	0	21	2	1321358400	11.8794520547945
"979"	Dec 17, 2011	Missed 5 games (concussion).	NINO	NIEDERREITER	MINNESOTA	WILD	2011	12	17	5	TRUE	concussion	FALSE	6097	0	12	06	2011	12	17	2011	950400	1323172800	1324123200	concussion	concussion	NINO NIEDERREITER	1	838	1	1323172800	11.9369863013699
"979.1"	Dec 17, 2011	Missed 5 games (concussion).	NINO	NIEDERREITER	MINNESOTA	WILD	2011	12	17	5	TRUE	concussion	FALSE	6098	0	12	06	2011	12	17	2011	950400	1323172800	1324123200	NA	NA	NINO NIEDERREITER	1	838	2	1324123200	11.9671232876712
"81"	Apr 05, 2014	Missed 1 game (upper body injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2014	4	05	1	TRUE	upper body injury	FALSE	6099	0	4	03	2014	4	05	2014	172800	1396526400	1396699200	upper body	upper body	NINO NIEDERREITER	1	334	1	1396526400	14.2630136986301
"81.1"	Apr 05, 2014	Missed 1 game (upper body injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2014	4	05	1	TRUE	upper body injury	FALSE	6100	0	4	03	2014	4	05	2014	172800	1396526400	1396699200	NA	NA	NINO NIEDERREITER	1	334	2	1396699200	14.2684931506849
"2577"	Mar 06, 2015	Missed 1 game (lower body injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2015	3	06	1	TRUE	lower body injury	FALSE	6101	0	3	05	2015	3	06	2015	86400	1425556800	1425643200	lower body	lower body	NINO NIEDERREITER	1	34	1	1425556800	15.1835616438356
"2577.1"	Mar 06, 2015	Missed 1 game (lower body injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2015	3	06	1	TRUE	lower body injury	FALSE	6102	0	3	05	2015	3	06	2015	86400	1425556800	1425643200	NA	NA	NINO NIEDERREITER	1	34	2	1425643200	15.186301369863
"352"	Apr 11, 2015	Missed 1 game (general soreness).	NINO	NIEDERREITER	MINNESOTA	WILD	2015	4	11	1	TRUE	general soreness	FALSE	6103	0	4	09	2015	4	11	2015	172800	1428580800	1428753600	other	other	NINO NIEDERREITER	1	916	1	1428580800	15.2794520547945
"352.1"	Apr 11, 2015	Missed 1 game (general soreness).	NINO	NIEDERREITER	MINNESOTA	WILD	2015	4	11	1	TRUE	general soreness	FALSE	6104	0	4	09	2015	4	11	2015	172800	1428580800	1428753600	NA	NA	NINO NIEDERREITER	1	916	2	1428753600	15.2849315068493
"4119"	Oct 31, 2017	Missed 6 games (left ankle injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2017	10	31	6	TRUE	left ankle injury	FALSE	6105	0	10	13	2017	10	31	2017	1555200	1507896000	1509451200	foot	foot	NINO NIEDERREITER	1	53	1	1507896000	17.7945205479452
"4119.1"	Oct 31, 2017	Missed 6 games (left ankle injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2017	10	31	6	TRUE	left ankle injury	FALSE	6106	0	10	13	2017	10	31	2017	1555200	1507896000	1509451200	NA	NA	NINO NIEDERREITER	1	53	2	1509451200	17.8438356164384
"1892"	Jan 04, 2018	Missed 5 games (ankle injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2018	1	04	5	TRUE	ankle injury	FALSE	6107	0	12	23	2017	1	04	2018	1036800	1514030400	1515067200	foot	foot	NINO NIEDERREITER	1	5	1	1514030400	17.9890410958904
"1892.1"	Jan 04, 2018	Missed 5 games (ankle injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2018	1	04	5	TRUE	ankle injury	FALSE	6108	0	12	23	2017	1	04	2018	1036800	1514030400	1515067200	NA	NA	NINO NIEDERREITER	1	5	2	1515067200	18.0219178082192
"1305"	Feb 01, 2018	Missed 8 games (lower body injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2018	2	01	8	TRUE	lower body injury	FALSE	6109	0	1	09	2018	2	01	2018	1987200	1515499200	1517486400	lower body	lower body	NINO NIEDERREITER	1	NA	1	1515499200	18.0356164383562
"1305.1"	Feb 01, 2018	Missed 8 games (lower body injury).	NINO	NIEDERREITER	MINNESOTA	WILD	2018	2	01	8	TRUE	lower body injury	FALSE	6110	0	1	09	2018	2	01	2018	1987200	1515499200	1517486400	NA	NA	NINO NIEDERREITER	1	NA	2	1517486400	18.0986301369863
"3775"	Nov 28, 2017	Missed 25 games (broken foot).	NOAH	JUULSEN	MONTREAL	CANADIENS	2017	11	28	25	TRUE	broken foot	FALSE	6111	0	10	3	2017	11	28	2017	4838400	1507032000	1511870400	foot	foot	NOAH JUULSEN	0	NA	1	1507032000	17.7671232876712
"3775.1"	Nov 28, 2017	Missed 25 games (broken foot).	NOAH	JUULSEN	MONTREAL	CANADIENS	2017	11	28	25	TRUE	broken foot	FALSE	6112	0	10	3	2017	11	28	2017	4838400	1507032000	1511870400	NA	NA	NOAH JUULSEN	0	NA	2	1511870400	17.9205479452055
"787"	Dec 07, 2016	Missed 14 games (lower body injury).	NOEL	ACCIARI	BOSTON	BRUINS	2016	12	07	14	TRUE	lower body injury	FALSE	6113	0	11	08	2016	12	07	2016	2505600	1478606400	1481112000	lower body	lower body	NOEL ACCIARI	0	121	1	1478606400	16.8657534246575
"787.1"	Dec 07, 2016	Missed 14 games (lower body injury).	NOEL	ACCIARI	BOSTON	BRUINS	2016	12	07	14	TRUE	lower body injury	FALSE	6114	0	11	08	2016	12	07	2016	2505600	1478606400	1481112000	NA	NA	NOEL ACCIARI	0	121	2	1481112000	16.9452054794521
"527"	Apr 17, 2017	Missed the last regular season and first 2 playoff games (upper body injury).	NOEL	ACCIARI	BOSTON	BRUINS	2017	4	17	3	TRUE	upper body injury	TRUE	6115	0	4	07	2017	4	17	2017	864000	1491566400	1492430400	upper body	upper body	NOEL ACCIARI	1	174	1	1491566400	17.2767123287671
"527.1"	Apr 17, 2017	Missed the last regular season and first 2 playoff games (upper body injury).	NOEL	ACCIARI	BOSTON	BRUINS	2017	4	17	3	TRUE	upper body injury	TRUE	6116	0	4	07	2017	4	17	2017	864000	1491566400	1492430400	NA	NA	NOEL ACCIARI	1	174	2	1492430400	17.3041095890411
"3420"	Nov 10, 2017	Missed 13 games (fractured finger).	NOEL	ACCIARI	BOSTON	BRUINS	2017	11	10	13	TRUE	fractured finger	FALSE	6117	0	10	08	2017	11	10	2017	2851200	1507464000	1510315200	arm/hand	arm/hand	NOEL ACCIARI	1	29	1	1507464000	17.7808219178082
"3420.1"	Nov 10, 2017	Missed 13 games (fractured finger).	NOEL	ACCIARI	BOSTON	BRUINS	2017	11	10	13	TRUE	fractured finger	FALSE	6118	0	10	08	2017	11	10	2017	2851200	1507464000	1510315200	NA	NA	NOEL ACCIARI	1	29	2	1510315200	17.8712328767123
"914"	Dec 13, 2017	Missed 1 game (upper body injury).	NOEL	ACCIARI	BOSTON	BRUINS	2017	12	13	1	TRUE	upper body injury	FALSE	6119	0	12	09	2017	12	13	2017	345600	1512820800	1513166400	upper body	upper body	NOEL ACCIARI	1	42	1	1512820800	17.9506849315068
"914.1"	Dec 13, 2017	Missed 1 game (upper body injury).	NOEL	ACCIARI	BOSTON	BRUINS	2017	12	13	1	TRUE	upper body injury	FALSE	6120	0	12	09	2017	12	13	2017	345600	1512820800	1513166400	NA	NA	NOEL ACCIARI	1	42	2	1513166400	17.9616438356164
"1490"	Feb 11, 2018	Missed 7 games (lower body injury).	NOEL	ACCIARI	BOSTON	BRUINS	2018	2	11	7	TRUE	lower body injury	FALSE	6121	0	1	24	2018	2	11	2018	1555200	1516795200	1518350400	lower body	lower body	NOEL ACCIARI	1	NA	1	1516795200	18.0767123287671
"1490.1"	Feb 11, 2018	Missed 7 games (lower body injury).	NOEL	ACCIARI	BOSTON	BRUINS	2018	2	11	7	TRUE	lower body injury	FALSE	6122	0	1	24	2018	2	11	2018	1555200	1516795200	1518350400	NA	NA	NOEL ACCIARI	1	NA	2	1518350400	18.1260273972603
"3554"	Nov 16, 2017	Missed 9 games (upper body injury).	NOLAN	PATRICK	PHILADELPHIA	FLYERS	2017	11	16	9	TRUE	upper body injury	FALSE	6123	0	10	26	2017	11	16	2017	1814400	1509019200	1510833600	upper body	upper body	NOLAN PATRICK	0	NA	1	1509019200	17.8301369863014
"3554.1"	Nov 16, 2017	Missed 9 games (upper body injury).	NOLAN	PATRICK	PHILADELPHIA	FLYERS	2017	11	16	9	TRUE	upper body injury	FALSE	6124	0	10	26	2017	11	16	2017	1814400	1509019200	1510833600	NA	NA	NOLAN PATRICK	0	NA	2	1510833600	17.8876712328767
"68"	Apr 04, 2017	Missed 6 games (undisclosed).	OLIVER	BJORKSTRAND	COLUMBUS	BLUEJACKETS	2017	4	04	6	TRUE	undisclosed	FALSE	6125	0	3	23	2017	4	04	2017	1036800	1490270400	1491307200	undisclosed	undisclosed	OLIVER BJORKSTRAND	0	NA	1	1490270400	17.2356164383562
"68.1"	Apr 04, 2017	Missed 6 games (undisclosed).	OLIVER	BJORKSTRAND	COLUMBUS	BLUEJACKETS	2017	4	04	6	TRUE	undisclosed	FALSE	6126	0	3	23	2017	4	04	2017	1036800	1490270400	1491307200	NA	NA	OLIVER BJORKSTRAND	0	NA	2	1491307200	17.2684931506849
"2918"	Mar 22, 2016	Missed 6 games (upper body injury).	OLIVER	EKMAN-LARSSON	ARIZONA	COYOTES	2016	3	22	6	TRUE	upper body injury	FALSE	6127	0	1	4	2016	3	22	2016	6739200	1451908800	1458648000	upper body	upper body	OLIVER EKMAN-LARSSON	0	9	1	1451908800	16.0191780821918
"2918.1"	Mar 22, 2016	Missed 6 games (upper body injury).	OLIVER	EKMAN-LARSSON	ARIZONA	COYOTES	2016	3	22	6	TRUE	upper body injury	FALSE	6128	0	1	4	2016	3	22	2016	6739200	1451908800	1458648000	NA	NA	OLIVER EKMAN-LARSSON	0	9	2	1458648000	16.2328767123288
"29"	Apr 02, 2016	Missed 1 game (illness).	OLIVER	EKMAN-LARSSON	ARIZONA	COYOTES	2016	4	02	1	TRUE	illness	FALSE	6129	0	3	31	2016	4	02	2016	172800	1459425600	1459598400	illness	illness	OLIVER EKMAN-LARSSON	1	NA	1	1459425600	16.2575342465753
"29.1"	Apr 02, 2016	Missed 1 game (illness).	OLIVER	EKMAN-LARSSON	ARIZONA	COYOTES	2016	4	02	1	TRUE	illness	FALSE	6130	0	3	31	2016	4	02	2016	172800	1459425600	1459598400	NA	NA	OLIVER EKMAN-LARSSON	1	NA	2	1459598400	16.2630136986301
"206"	Apr 09, 2014	Missed 2 games (upper body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2014	4	09	2	TRUE	upper body injury	FALSE	6131	0	4	05	2014	4	09	2014	345600	1396699200	1397044800	upper body	upper body	OLLI MAATTA	0	209	1	1396699200	14.2684931506849
"206.1"	Apr 09, 2014	Missed 2 games (upper body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2014	4	09	2	TRUE	upper body injury	FALSE	6132	0	4	05	2014	4	09	2014	345600	1396699200	1397044800	NA	NA	OLLI MAATTA	0	209	2	1397044800	14.2794520547945
"3576"	Nov 18, 2014	Missed 6 games (thyroid).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2014	11	18	6	TRUE	thyroid	FALSE	6133	0	11	04	2014	11	18	2014	1209600	1415102400	1416312000	other	other	OLLI MAATTA	1	20	1	1415102400	14.8520547945205
"3576.1"	Nov 18, 2014	Missed 6 games (thyroid).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2014	11	18	6	TRUE	thyroid	FALSE	6134	0	11	04	2014	11	18	2014	1209600	1415102400	1416312000	NA	NA	OLLI MAATTA	1	20	2	1416312000	14.8904109589041
"602"	Apr 24, 2015	Missed the last 56 regular season and all 5 playoff games (upper body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2015	4	24	61	TRUE	upper body injury	TRUE	6135	0	12	08	2014	4	24	2015	11836800	1418040000	1429876800	upper body	upper body	OLLI MAATTA	1	208	1	1418040000	14.9452054794521
"602.1"	Apr 24, 2015	Missed the last 56 regular season and all 5 playoff games (upper body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2015	4	24	61	TRUE	upper body injury	TRUE	6136	0	12	08	2014	4	24	2015	11836800	1418040000	1429876800	NA	NA	OLLI MAATTA	1	208	2	1429876800	15.3205479452055
"757"	Dec 05, 2015	Missed 6 games (upper body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2015	12	05	6	TRUE	upper body injury	FALSE	6137	0	11	18	2015	12	05	2015	1468800	1447848000	1449316800	upper body	upper body	OLLI MAATTA	1	111	1	1447848000	15.8904109589041
"757.1"	Dec 05, 2015	Missed 6 games (upper body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2015	12	05	6	TRUE	upper body injury	FALSE	6138	0	11	18	2015	12	05	2015	1468800	1447848000	1449316800	NA	NA	OLLI MAATTA	1	111	2	1449316800	15.9369863013699
"445"	Apr 13, 2016	Missed the last 9 regular season games (lower body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2016	4	13	9	TRUE	lower body injury	TRUE	6139	0	3	25	2016	4	13	2016	1641600	1458907200	1460548800	lower body	lower body	OLLI MAATTA	1	19	1	1458907200	16.241095890411
"445.1"	Apr 13, 2016	Missed the last 9 regular season games (lower body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2016	4	13	9	TRUE	lower body injury	TRUE	6140	0	3	25	2016	4	13	2016	1641600	1458907200	1460548800	NA	NA	OLLI MAATTA	1	19	2	1460548800	16.2931506849315
"3157"	May 10, 2016	Missed the last 3 playoff games (upper body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2016	5	10	3	TRUE	upper body injury	TRUE	6141	0	5	02	2016	5	10	2016	691200	1462190400	1462881600	upper body	upper body	OLLI MAATTA	1	231	1	1462190400	16.3452054794521
"3157.1"	May 10, 2016	Missed the last 3 playoff games (upper body injury).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2016	5	10	3	TRUE	upper body injury	TRUE	6142	0	5	02	2016	5	10	2016	691200	1462190400	1462881600	NA	NA	OLLI MAATTA	1	231	2	1462881600	16.3671232876712
"1277"	Dec 31, 2016	Missed 2 games (illness).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2016	12	31	2	TRUE	illness	FALSE	6143	0	12	27	2016	12	31	2016	345600	1482840000	1483185600	illness	illness	OLLI MAATTA	1	48	1	1482840000	17
"1277.1"	Dec 31, 2016	Missed 2 games (illness).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2016	12	31	2	TRUE	illness	FALSE	6144	0	12	27	2016	12	31	2016	345600	1482840000	1483185600	NA	NA	OLLI MAATTA	1	48	2	1483185600	17.0109589041096
"266"	Apr 09, 2017	Missed 25 games (hand surgery).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2017	4	09	25	TRUE	hand surgery	FALSE	6145	0	2	17	2017	4	09	2017	4406400	1487332800	1491739200	arm/hand	arm/hand	OLLI MAATTA	1	NA	1	1487332800	17.1424657534247
"266.1"	Apr 09, 2017	Missed 25 games (hand surgery).	OLLI	MAATTA	PITTSBURGH	PENGUINS	2017	4	09	25	TRUE	hand surgery	FALSE	6146	0	2	17	2017	4	09	2017	4406400	1487332800	1491739200	NA	NA	OLLI MAATTA	1	NA	2	1491739200	17.2821917808219
"3144"	May 07, 2017	Missed the last playoff game (upper body injury).	ONDREJ	KASE	ANAHEIM	DUCKS	2017	5	07	0	TRUE	upper body injury	TRUE	6147	0	5	05	2017	5	07	2017	172800	1493985600	1494158400	upper body	upper body	ONDREJ KASE	0	157	1	1493985600	17.3534246575342
"3144.1"	May 07, 2017	Missed the last playoff game (upper body injury).	ONDREJ	KASE	ANAHEIM	DUCKS	2017	5	07	0	TRUE	upper body injury	TRUE	6148	0	5	05	2017	5	07	2017	172800	1493985600	1494158400	NA	NA	ONDREJ KASE	0	157	2	1494158400	17.358904109589
"3951"	Oct 20, 2017	Missed 3 games (head injury).	ONDREJ	KASE	ANAHEIM	DUCKS	2017	10	20	3	TRUE	head injury	FALSE	6149	0	10	11	2017	10	20	2017	777600	1507723200	1508500800	head/neck/face	head/neck/face	ONDREJ KASE	1	20	1	1507723200	17.7890410958904
"3951.1"	Oct 20, 2017	Missed 3 games (head injury).	ONDREJ	KASE	ANAHEIM	DUCKS	2017	10	20	3	TRUE	head injury	FALSE	6150	0	10	11	2017	10	20	2017	777600	1507723200	1508500800	NA	NA	ONDREJ KASE	1	20	2	1508500800	17.813698630137
"690"	Dec 01, 2017	Missed 10 games (concussion).	ONDREJ	KASE	ANAHEIM	DUCKS	2017	12	01	10	TRUE	concussion	FALSE	6151	0	11	09	2017	12	01	2017	1900800	1510228800	1512129600	concussion	concussion	ONDREJ KASE	1	32	1	1510228800	17.8684931506849
"690.1"	Dec 01, 2017	Missed 10 games (concussion).	ONDREJ	KASE	ANAHEIM	DUCKS	2017	12	01	10	TRUE	concussion	FALSE	6152	0	11	09	2017	12	01	2017	1900800	1510228800	1512129600	NA	NA	ONDREJ KASE	1	32	2	1512129600	17.9287671232877
"1999"	Jan 09, 2018	Missed 3 games (flu).	ONDREJ	KASE	ANAHEIM	DUCKS	2018	1	09	3	TRUE	flu	FALSE	6153	0	1	02	2018	1	09	2018	604800	1514894400	1515499200	illness	illness	ONDREJ KASE	1	NA	1	1514894400	18.0164383561644
"1999.1"	Jan 09, 2018	Missed 3 games (flu).	ONDREJ	KASE	ANAHEIM	DUCKS	2018	1	09	3	TRUE	flu	FALSE	6154	0	1	02	2018	1	09	2018	604800	1514894400	1515499200	NA	NA	ONDREJ KASE	1	NA	2	1515499200	18.0356164383562
"1005"	Dec 18, 2014	Missed 2 games (foot injury).	OSCAR	KLEFBOM	EDMONTON	OILERS	2014	12	18	2	TRUE	foot injury	FALSE	6155	0	12	14	2014	12	18	2014	345600	1418558400	1418904000	foot	foot	OSCAR KLEFBOM	0	359	1	1418558400	14.9616438356164
"1005.1"	Dec 18, 2014	Missed 2 games (foot injury).	OSCAR	KLEFBOM	EDMONTON	OILERS	2014	12	18	2	TRUE	foot injury	FALSE	6156	0	12	14	2014	12	18	2014	345600	1418558400	1418904000	NA	NA	OSCAR KLEFBOM	0	359	2	1418904000	14.972602739726
"248"	Apr 09, 2016	Missed the last 52 regular season games (leg injury).	OSCAR	KLEFBOM	EDMONTON	OILERS	2016	4	09	52	TRUE	leg injury	TRUE	6157	0	12	12	2015	4	09	2016	10281600	1449921600	1460203200	leg	leg	OSCAR KLEFBOM	1	393	1	1449921600	15.9561643835616
"248.1"	Apr 09, 2016	Missed the last 52 regular season games (leg injury).	OSCAR	KLEFBOM	EDMONTON	OILERS	2016	4	09	52	TRUE	leg injury	TRUE	6158	0	12	12	2015	4	09	2016	10281600	1449921600	1460203200	NA	NA	OSCAR KLEFBOM	1	393	2	1460203200	16.2821917808219
"3154"	May 09, 2017	Missed 1 game (undisclosed).	OSCAR	KLEFBOM	EDMONTON	OILERS	2017	5	09	1	TRUE	undisclosed	FALSE	6159	0	5	07	2017	5	09	2017	172800	1494158400	1494331200	undisclosed	undisclosed	OSCAR KLEFBOM	1	199	1	1494158400	17.358904109589
"3154.1"	May 09, 2017	Missed 1 game (undisclosed).	OSCAR	KLEFBOM	EDMONTON	OILERS	2017	5	09	1	TRUE	undisclosed	FALSE	6160	0	5	07	2017	5	09	2017	172800	1494158400	1494331200	NA	NA	OSCAR KLEFBOM	1	199	2	1494331200	17.3643835616438
"3738"	Nov 26, 2017	Missed 1 game (flu).	OSCAR	KLEFBOM	EDMONTON	OILERS	2017	11	26	1	TRUE	flu	FALSE	6161	0	11	24	2017	11	26	2017	172800	1511524800	1511697600	illness	illness	OSCAR KLEFBOM	1	23	1	1511524800	17.9095890410959
"3738.1"	Nov 26, 2017	Missed 1 game (flu).	OSCAR	KLEFBOM	EDMONTON	OILERS	2017	11	26	1	TRUE	flu	FALSE	6162	0	11	24	2017	11	26	2017	172800	1511524800	1511697600	NA	NA	OSCAR KLEFBOM	1	23	2	1511697600	17.9150684931507
